"","Centre_cat","theta_MAT","Level_MAT","theta_READ","Level_READ","Region","Age","Gender","Centre_type","Context","strat","E6F1","E6F2","E6F6a","E6F15","E6F16","E6F7","E6F8","E6F9","E6F10","E6F11","E6F12","E6F13","E6F14","E6F17","E6F18","E6F18a","E6F19a","E6F19","E6F20","E6F21","E6F3","E6F4","E6F5a","E6F22","E6F22a_5","E6F22a_1","E6F22a_2","E6F22a_3","E6F22a_4","E6F26a","E6F26","E6F25","E6F25a","E6F25a_1","E6F25a_3_1","E6F25a_3_2","E6F25a_3_3","E6F25a_3_4","E6F25a_3_5","E6CF25a_2_1","E6CF25a_2_2","E6CF25a_2_3","E6CF25a_2_4","E6CF25a_2_5","E6Co1","E6Co2_1","E6Co2_2","E6Co2_3","E6Co2_4","E6Co2_5","E6Co2_6","E6Co2_7","E6Co2_8","E6Co2_9","E6Co3","E6Co4","E6Co5","E6Co6_1","E6Co6_2","E6Co6_3","E6Co6_4","E6Co6_5","E6Co6_6","E6Co7_1","E6Co7_2","E6Co7_3","E6Co7_4","E6Co8_1","E6Co8_2","E6Co8_3","E6Co8_4","E6Co9_1","E6Co9_2","E6Co9_3","E6Co9_4","E6Co9_5","E6Co9_6","E6C47c_1","E6C47c_3","E6C47c_6","E6C47c_7","E6C47c_8","E6C47c_11","E6C47c_12","E6C47c_9","E6C47c_13","E6Co10_1","E6Co10_2","E6Co10_3","E6Co10_4","E6Co11","E6Co12_1","E6Co12_2","E6Co12_3","E6Co12_4","E6F34_1","E6F34_2","E6F34_3","E6F34_4","E6F34_5","E6F34_6","E6C36_1","E6C36_2","E6C36m_6","E6C36m_7","E6C36a_8","E6F37_1","E6F37_2","E6F37_3","E6C42a","E6C40m_1","E6C40m_2","E6C40m_3","E6C40m_4","E6C40m_5","E6C44m_1","E6C44m_2","E6C44m_3","E6C46a_2","E6C46m_1","E6C46a_3","E6C46m_4","E6C43a","E6C43","E6C48_1","E6C48_2","E6C48_3","E6C48_4","E6C48_5","E6C42_1","E6C42_2","E6C42_3","E6C42_4","E6C42_5","E6F32","E6F33","Attendance","ES1_1","ES1_2","ES1_3","ES1_4","ES1_5","ES1_6","ES3_1","ES3_2","ES3_3","ES3_4","ES3_5","ES2_1","ES2_2","ES2_3","ES2_4","ES4_1","ES4_2","ES4_3","ES4_4","ES4_5","ES5_1","ES5_2","ES5_3","ES5_4","ES5_5","ES6_1","ES6_2","ES6_3","ES6_4","ES6_5","ES6_6","ES7_1","ES7_2","ES7_3","ES7_4","ES7_5","ES8_1","ES8_2","ES8_3","ES8_4","ES8_5","ES8_6","BE1_1","BE1_2","BE1_3","BE1_4","BE1_5","BE1_6","BE1_7","BE1_8"
"1889","Q3",-0.0220274800097116,"3",1.75715954250642,"6","Interior",12,"M","UC","Urbano Quintil 3","4","1","3","1","3","1","1","1","2","2","2","2","2","2","1","1","1","2","1","1","1","1","1","96","5","3","4","3","2","4","3","1","1","3","1","0","0","1","0","0","1","0","0","0","0","1","0","0","1","0","0","0","1","0","1","1","1","2","1","1","1","2","1","2","1","1","1","2","3","2","3","3","3","3","1","4","3","4","2","1","1","1","2","2","2","2","2","3","3","3","4","3","3","3","3","2","3","3","3","4","3","3","4","3","4","4","3","3","3","3","2","2","2","2","2","3","3","3","3","1","4","1","3","1","4","3","4","2","3","3","4","4","4","3","2","1","96","regularly","4","2","4","4","4","4","3","3","2","3","4","2","4","2","4","1","2","1","2","1","4","3","4","4","3","3","4","3","4","4","3","3","3","4","4","4","3","2","2","4","2","1","4","4","4","4","4","3","3","4"
"1890","Q3",0.597727581499154,"4",1.16661232943334,"5","Interior",12,"F","UC","Urbano Quintil 3","4","2","2","1","5","3","1","1","2","2","2","2","2","2","1","1","1","1","1","1","2","1","1","96","5","1","1","3","1","1","3","1","4","3","2","96","96","96","96","96","0","0","1","0","0","1","0","0","1","1","1","0","0","1","1","1","1","2","2","1","2","2","1","2","1","2","1","2","2","2","1","1","4","4","1","3","3","4","2","1","1","1","2","2","2","1","2","4","4","3","4","1","2","4","1","3","3","3","1","4","3","3","4","3","4","4","3","4","4","3","1","3","2","4","3","4","3","2","4","2","4","2","1","1","1","4","3","3","4","3","4","4","4","3","2","1","96","regularly","3","4","3","4","3","2","4","4","3","3","3","2","4","2","4","1","2","1","2","1","2","4","3","4","3","4","4","1","3","1","3","3","4","3","4","3","3","1","2","1","1","1","4","2","4","4","2","4","4","4"
"1892","Q3",-0.820669499063293,"2",-1.99456203809906,"1","Interior",12,"F","UC","Urbano Quintil 3","4","2","3","1","1","4","1","1","2","2","2","2","1","2","1","1","1","1","1","1","1","1","1","96","1","3","1","2","1","3","3","1","2","2","1","1","0","0","0","0","1","0","0","0","0","1","0","0","0","1","0","0","0","0","0","3","1","2","1","2","1","2","1","2","1","1","1","1","4","4","4","4","3","2","3","4","2","4","1","1","1","1","1","1","1","1","1","4","3","3","4","1","3","2","3","3","4","4","4","3","3","4","3","3","2","3","3","4","2","3","2","3","2","3","2","3","3","3","4","2","2","2","3","1","1","2","3","2","3","3","4","3","4","4","3","1","96","regularly","4","3","2","3","4","4","4","4","2","1","3","3","4","3","3","2","3","2","3","4","2","2","3","3","4","3","2","3","4","4","3","3","2","3","3","4","2","3","2","3","4","3","3","3","2","2","4","4","3","4"
"1893","Q3",-1.0464802899773,"2",-1.6735563427401,"2","Interior",12,"F","UC","Urbano Quintil 3","4","2","3","1","4","3","1","1","2","2","1","2","2","1","1","1","1","2","1","1","2","1","1","96","3","1","1","3","2","1","3","1","4","2","1","1","0","0","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0","0","1","1","2","1","1","2","2","1","1","2","2","2","2","3","3","2","2","3","4","2","3","4","4","1","1","1","1","1","2","1","1","1","3","3","2","4","1","4","4","4","4","2","2","2","3","2","3","3","3","4","4","3","3","3","3","1","2","1","1","2","3","2","3","2","1","2","2","1","1","1","2","4","3","2","3","3","3","3","4","4","1","96","regularly","3","3","3","3","3","3","4","3","3","4","4","3","3","2","3","2","2","3","2","1","3","3","3","1","3","2","3","1","3","3","4","2","2","3","3","3","2","2","3","3","2","3","3","3","4","3","4","4","4","4"
"1894","Q3",-0.460469356256792,"2",-0.746284677887643,"3","Interior",12,"F","UC","Urbano Quintil 3","4","2","3","1","4","2","1","1","2","2","2","2","1","1","1","1","1","1","1","1","1","1","1","96","5","1","3","1","1","1","3","1","2","2","2","96","96","96","96","96","0","1","0","0","0","1","0","0","0","1","0","0","0","0","0","1","1","1","2","1","2","2","2","2","1","1","1","2","4","4","3","4","3","3","1","3","3","3","2","2","2","2","1","1","2","2","2","4","3","3","4","1","3","1","1","2","4","4","4","4","4","4","4","4","4","4","4","4","4","4","1","4","4","4","4","4","4","4","4","2","2","1","2","1","1","4","4","4","4","4","4","3","4","3","4","1","96","regularly","3","3","4","4","4","3","3","3","2","4","4","4","4","2","3","1","1","4","1","1","4","4","4","4","3","4","4","3","3","4","4","4","3","4","4","4","2","2","1","1","1","2","4","4","4","3","4","3","4","4"
"1896","Q3",0.129363914564469,"3",0.93545875937797,"5","Interior",12,"M","UC","Urbano Quintil 3","4","1","3","1","3","1","2","1","2","2","2","2","2","2","1","1","1","1","1","1","1","1","1","96","4","1","3","2","1","1","3","2","96","96","96","96","96","96","96","96","96","96","96","96","96","2","96","96","96","96","96","96","96","96","96","1","1","2","1","2","2","2","1","2","1","1","1","2","4","1","2","3","1","4","1","4","4","4","2","2","1","1","1","2","2","1","2","2","3","2","4","1","4","3","4","3","2","4","2","4","2","2","4","4","4","4","4","4","4","4","1","2","2","4","2","3","3","4","4","1","2","3","1","1","1","2","3","1","3","4","3","3","4","4","1","1","96","regularly","2","1","3","2","3","2","4","4","3","3","4","2","3","3","2","1","1","2","2","1","2","4","2","1","1","4","4","3","2","1","2","1","3","2","1","1","4","3","1","1","1","1","4","1","4","4","2","3","1","3"
"1897","Q3",2.39703677323766,"5",0.813383097912602,"5","Interior",11,"F","UC","Urbano Quintil 3","4","2","2","1","3","1","1","1","2","2","2","2","2","2","1","1","1","2","1","1","1","1","1","96","5","1","2","1","1","1","4","1","1","2","1","0","0","0","0","1","0","1","0","1","0","1","0","1","1","0","0","0","0","0","0","1","1","1","1","1","2","2","1","2","2","1","2","2","3","2","1","2","4","4","2","1","4","3","2","1","1","1","1","2","2","1","2","4","4","3","4","1","4","4","4","4","3","3","2","4","2","2","4","4","4","4","4","4","4","4","2","1","1","2","1","3","1","4","4","3","4","1","1","1","3","3","4","3","3","2","4","4","4","4","4","1","96","regularly","4","3","4","4","4","3","4","3","3","3","4","2","3","2","2","1","1","1","2","3","3","3","4","4","3","3","4","3","2","3","2","4","3","3","4","4","3","2","1","2","1","1","4","3","4","3","3","4","3","4"
"1898","Q3",0.570925146679209,"4",2.60339111633662,"6","Interior",12,"F","UC","Urbano Quintil 3","4","1","3","1","5","3","1","1","2","2","2","2","2","2","1","1","1","1","1","1","1","1","1","96","5","1","3","1","1","1","3","1","2","2","1","0","1","0","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","0","0","1","1","1","1","1","2","2","1","2","1","1","1","2","4","4","3","3","4","4","1","3","2","4","2","1","1","1","2","2","2","1","2","4","4","3","4","1","4","1","1","2","4","4","4","4","4","4","4","4","4","4","3","4","4","4","1","4","4","4","4","4","4","4","4","1","4","4","1","1","1","4","4","4","4","4","4","4","4","4","4","1","96","regularly","3","4","4","4","4","4","4","4","4","4","4","1","4","3","1","1","1","1","2","1","4","4","4","4","4","4","4","3","2","4","4","4","3","3","2","3","1","1","3","1","2","1","4","3","2","4","4","4","4","3"
"1899","Q3",-0.588267682057555,"2",0.785756017365973,"5","Interior",12,"F","UC","Urbano Quintil 3","4","2","3","1","5","3","1","1","2","2","2","2","1","1","1","1","1","1","1","1","1","1","1","96","5","1","1","1","1","1","4","1","2","1","1","0","0","1","0","0","0","0","1","0","0","1","0","1","0","0","0","0","0","0","0","1","1","2","1","2","1","2","1","2","1","1","2","2","4","2","3","3","4","4","3","4","4","4","1","1","1","1","1","1","2","1","2","4","4","4","4","2","4","3","2","4","3","3","3","4","3","3","4","4","4","4","4","4","3","4","2","1","2","3","1","3","1","1","1","4","2","1","1","1","1","3","3","2","3","3","4","3","4","1","4","1","96","regularly","4","2","4","4","4","2","4","4","4","4","4","3","3","4","3","1","1","3","2","1","3","4","3","4","4","3","4","2","2","4","2","3","4","1","2","3","2","4","4","2","1","2","4","4","1","4","1","4","2","2"
"1900","Q3",-0.19183693980779,"3",-0.497788844354487,"3","Interior",12,"M","UC","Urbano Quintil 3","4","1","3","1","5","3","1","1","2","2","2","2","2","2","1","1","1","2","1","1","4","1","1","96","3","1","1","3","1","1","2","2","96","96","96","96","96","96","96","96","96","96","96","96","96","2","96","96","96","96","96","96","96","96","96","1","1","1","1","1","2","2","1","2","1","1","2","2","2","1","1","1","4","4","1","4","4","4","1","2","1","1","2","2","2","1","2","3","3","3","4","2","4","4","1","1","2","3","2","3","2","2","1","4","4","4","2","4","2","4","2","1","2","2","1","2","2","1","4","4","4","2","2","1","1","2","3","2","3","4","4","4","4","4","1","1","96","regularly","3","2","3","1","4","3","4","4","3","3","4","3","4","3","2","1","1","2","3","2","3","4","3","4","1","4","4","4","2","1","1","4","3","2","2","4","2","3","1","1","2","1","4","3","4","4","1","4","1","4"
"1901","Q3",-0.475034280084015,"2",-1.67042702156165,"2","Interior",11,"F","UC","Urbano Quintil 3","4","2","2","1","5","3","2","1","2","2","2","2","2","2","1","1","2","1","1","1","1","1","1","96","5","3","3","3","3","1","4","1","4","2","2","96","96","96","96","96","0","0","0","1","0","1","0","0","1","0","0","0","0","0","0","1","1","2","1","2","2","2","1","2","1","1","1","2","1","1","1","1","4","4","1","1","4","4","2","1","2","1","2","2","1","1","2","4","4","4","4","2","1","1","1","1","4","4","4","4","4","4","4","4","4","4","4","4","4","4","2","3","1","4","3","3","4","4","4","1","4","4","4","1","2","4","4","1","4","4","4","4","4","4","1","1","96","regularly","4","4","4","4","4","4","4","4","1","4","4","2","4","4","2","1","1","4","1","1","4","4","4","4","4","4","4","4","1","4","4","1","4","1","1","1","1","1","1","1","1","1","4","4","4","4","4","4","4","4"
"1902","Q5",1.22094277466957,"4",1.01980557821562,"5","Montevideo",12,"M","UC","Urbano Quintil 5","4","1","3","2","3","2","2","1","2","2","2","2","1","1","1","1","2","1","1","1","2","4","1","96","3","1","3","1","1","1","1","2","96","96","96","96","96","96","96","96","96","96","96","96","96","2","96","96","96","96","96","96","96","96","96","1","1","1","1","2","2","2","2","2","2","1","2","2","2","1","1","1","1","2","1","3","3","4","2","2","2","2","2","2","2","1","2","4","4","2","4","1","4","4","4","3","2","4","3","3","3","3","3","2","3","2","1","3","2","2","2","3","2","3","1","1","2","3","3","1","1","1","1","2","96","3","3","1","1","1","4","4","4","4","4","1","96","regularly","3","3","4","4","4","3","4","2","3","4","3","2","2","3","2","1","1","1","2","1","3","3","4","2","3","4","4","4","2","2","1","2","2","3","2","4","3","4","3","1","2","1","4","3","4","4","3","2","4","4"
"1903","Q2",2.55896743901149,"5",1.59105486987289,"6","Interior",12,"F","UC","Urbano Quintil 3","3","2","3","1","5","3","1","1","2","2","2","2","1","1","1","1","1","2","1","1","1","1","1","96","5","1","3","1","1","1","4","1","2","3","1","1","0","1","0","0","0","0","0","0","1","1","1","1","0","1","0","1","1","0","1","1","1","3","2","2","2","2","1","2","1","1","1","2","4","1","3","4","1","2","1","4","1","4","2","2","1","2","2","2","2","1","2","4","4","4","4","1","2","4","4","4","4","4","3","4","4","4","4","4","4","4","3","2","4","4","2","3","2","4","3","4","4","4","4","1","3","1","2","2","96","3","4","3","3","2","4","4","4","4","4","1","96","regularly","4","2","4","4","4","4","4","4","4","4","4","3","4","3","2","1","1","1","1","1","4","3","4","3","4","4","4","3","2","3","1","3","4","3","3","4","1","1","1","1","1","1","4","4","4","4","3","4","3","4"
"1905","Q2",-0.40407821958404,"3",-0.761085701849897,"3","Interior",12,"F","UC","Urbano Quintil 3","3","2","3","2","6","2","1","2","2","1","1","1","2","1","2","1","1","1","2","2","1","1","1","96","3","1","2","4","1","4","3","1","1","2","1","0","0","1","0","0","1","0","0","0","0","1","0","1","1","0","1","0","1","1","1","1","1","2","1","1","2","2","1","2","2","1","2","2","3","3","4","3","4","2","3","4","3","4","2","1","1","1","2","2","2","2","2","4","4","4","4","3","3","4","3","3","3","4","3","4","3","3","4","4","4","4","3","3","4","4","2","3","3","4","3","3","3","4","4","1","1","1","1","1","3","4","4","4","2","2","4","4","4","4","3","1","96","regularly","4","4","3","3","4","4","4","3","3","4","4","3","4","2","2","2","1","3","3","3","4","3","4","3","4","3","4","4","2","4","4","2","2","2","3","4","3","3","2","1","3","2","3","3","3","4","3","4","4","4"
"1906","Q2",1.06848239931195,"4",-0.165363604236761,"3","Interior",11,"M","UC","Urbano Quintil 3","3","1","3","1","6","3","1","1","1","2","2","2","2","2","1","1","1","2","1","1","1","1","1","96","1","3","2","2","1","4","2","2","96","96","96","96","96","96","96","96","96","96","96","96","96","2","96","96","96","96","96","96","96","96","96","1","1","2","1","2","2","1","1","2","2","1","1","2","2","1","2","2","2","1","1","2","2","3","2","2","2","2","1","2","2","2","2","2","2","3","2","1","4","3","2","1","3","3","2","2","3","2","3","3","3","3","3","3","3","3","1","1","3","3","3","2","2","2","3","3","1","1","1","2","96","2","3","2","2","2","4","4","3","4","4","1","96","regularly","3","4","4","2","3","3","4","3","3","4","3","2","4","2","1","3","1","2","2","1","3","3","4","3","2","2","2","2","2","4","3","2","2","3","2","1","2","1","1","1","1","2","4","4","4","3","3","4","3","4"
"1907","Q2",0.288985149199033,"3",-0.379887872890549,"3","Interior",12,"M","UC","Urbano Quintil 3","3","1","3","1","3","2","1","1","2","2","2","2","1","1","1","1","1","2","1","1","1","1","1","96","5","3","3","1","1","1","3","1","2","4","1","0","0","1","0","0","1","0","0","0","0","1","0","0","0","0","1","0","0","0","0","1","1","1","1","2","2","2","1","2","1","1","1","2","4","2","3","4","2","3","2","3","4","4","2","1","1","1","1","2","1","1","2","3","3","4","4","1","2","3","2","4","2","3","4","4","3","3","4","4","4","4","3","4","4","4","1","2","3","4","3","4","4","4","4","1","3","1","3","2","96","4","4","3","3","2","3","3","3","4","2","1","96","regularly","4","3","4","4","4","4","4","3","4","3","4","3","4","3","3","1","1","1","2","1","4","3","4","4","4","3","3","3","3","4","1","2","3","2","3","2","2","3","3","1","3","2","3","3","4","4","4","4","2","3"
"1908","Q2",-1.00153160481756,"2",-0.95876638498707,"2","Interior",11,"M","UC","Urbano Quintil 3","3","1","2","1","3","2","1","2","2","2","2","2","2","2","1","1","1","1","1","1","2","1","1","96","3","1","2","1","4","1","3","1","1","1","1","0","0","1","0","0","1","0","0","0","0","2","96","96","96","96","96","96","96","96","96","1","1","2","2","2","2","2","1","2","1","2","2","2","4","3","1","4","3","4","1","3","3","3","2","1","1","1","2","2","2","2","2","3","3","4","4","1","3","4","4","3","3","4","4","4","3","4","3","3","4","4","4","4","4","4","2","2","2","2","2","4","3","2","4","2","2","2","2","2","96","3","3","3","3","2","4","3","3","4","3","1","96","regularly","3","4","3","4","4","4","4","2","3","3","4","2","4","2","2","1","1","2","2","1","3","4","4","4","4","3","4","2","3","1","3","2","2","3","2","1","3","2","3","3","3","1","4","3","4","4","4","3","3","4"
"1909","Q2",-0.0782841831091849,"3",-0.114784732527765,"4","Interior",11,"F","UC","Urbano Quintil 3","3","2","2","2","4","2","1","1","2","2","2","2","2","2","1","1","2","1","1","1","1","1","1","96","3","1","3","4","4","1","2","1","2","1","1","0","0","1","0","0","0","0","0","1","0","1","0","0","0","0","1","0","0","0","0","1","1","2","1","2","2","2","2","2","1","1","2","2","4","2","1","3","3","2","2","2","3","4","2","2","2","1","2","2","2","2","2","4","4","4","4","1","3","3","3","4","4","4","2","4","3","4","3","3","4","4","3","3","3","3","2","2","2","3","4","4","4","2","4","3","3","2","2","2","96","4","4","2","2","2","4","4","4","4","4","1","96","little (every week is a few days away)","4","4","4","3","4","4","4","3","2","4","4","3","4","3","3","2","3","2","3","1","4","3","4","4","3","3","4","4","4","4","3","4","2","4","4","4","3","3","2","3","2","3","4","4","4","4","3","4","3","4"
"1910","Q2",-0.0782841831091849,"3",0.825997005813312,"5","Interior",12,"F","UC","Urbano Quintil 3","3","2","3","1","5","3","1","1","2","2","2","2","1","2","1","1","1","1","1","1","1","1","1","96","4","1","3","1","1","1","2","1","1","2","2","96","96","96","96","96","1","0","0","0","0","1","0","0","0","0","0","0","0","1","1","1","1","2","1","1","2","2","2","2","1","1","1","2","4","1","2","2","4","4","2","4","4","4","2","1","2","1","2","2","1","1","1","4","4","4","4","1","2","1","1","1","1","1","1","3","2","1","4","4","4","4","4","4","4","4","2","1","2","3","1","3","2","3","4","4","1","1","2","2","96","3","4","1","2","1","4","4","4","4","4","2","1","regularly","3","1","3","3","4","4","4","3","1","3","2","2","4","2","2","4","4","4","1","1","3","3","2","4","3","4","3","3","4","4","2","3","1","2","1","1","4","3","3","4","4","4","4","4","4","4","3","3","3","4"
"1911","Q2",-0.55953289277583,"2",-0.0260943631630225,"4","Interior",12,"F","UC","Urbano Quintil 3","3","2","3","1","5","3","1","1","2","2","2","2","2","2","2","1","2","2","1","1","3","2","1","96","6","4","3","4","3","1","2","2","96","96","96","96","96","96","96","96","96","96","96","96","96","2","96","96","96","96","96","96","96","96","96","2","1","1","1","1","1","2","1","1","2","2","1","2","3","2","3","2","4","3","1","2","3","3","2","2","1","1","2","1","2","2","1","4","4","4","4","2","4","4","4","3","2","2","2","3","2","2","4","3","4","4","3","3","3","3","1","1","1","3","3","3","2","3","4","1","2","1","1","2","96","2","2","2","3","2","4","3","4","4","2","1","96","regularly","1","3","4","4","4","4","3","2","2","4","3","2","4","3","1","2","4","4","4","3","2","3","3","2","4","2","2","2","3","4","2","2","2","3","4","3","4","2","4","4","3","4","3","3","2","4","4","3","3","2"
"1912","Q2",-0.158650065626308,"3",0.0561555562300849,"4","Interior",12,"M","UC","Urbano Quintil 3","3","1","3","1","5","3","1","1","2","2","1","2","2","1","1","1","1","2","1","1","1","1","1","96","5","1","3","1","2","1","4","1","4","4","1","1","1","1","0","0","0","0","0","0","1","1","1","1","0","0","0","0","0","0","1","1","1","1","1","2","2","2","1","2","1","1","1","2","3","2","2","3","2","3","3","3","4","3","1","1","1","1","2","2","2","1","2","2","2","2","4","1","2","4","4","3","2","2","1","2","3","1","4","4","4","4","4","4","4","4","1","2","3","3","3","4","2","4","4","1","4","4","1","2","96","3","3","3","3","3","4","3","4","4","4","1","96","regularly","4","3","4","4","4","2","4","4","3","4","4","4","3","2","1","1","2","1","1","3","4","4","4","4","4","4","3","4","2","3","4","3","2","1","3","1","4","1","4","2","3","1","4","4","4","3","4","3","4","4"
"1913","Q2",0.572715971805277,"4",-1.00751059718804,"2","Interior",11,"F","UC","Urbano Quintil 3","3","2","2","1","4","2","1","1","2","2","2","2","2","2","1","1","1","1","1","1","1","1","1","96","3","1","3","1","3","1","2","1","1","2","2","96","96","96","96","96","1","0","0","0","0","2","96","96","96","96","96","96","96","96","96","1","1","1","1","1","1","2","1","1","2","1","1","2","3","2","1","4","3","3","1","3","1","4","1","2","2","1","2","2","2","1","2","4","4","4","4","3","4","4","4","4","4","4","4","4","3","2","4","4","4","4","4","4","4","4","2","1","1","1","2","4","2","2","4","1","4","1","1","1","1","4","4","2","3","2","4","4","4","4","2","1","96","regularly","1","2","1","1","3","2","4","2","1","4","4","4","4","4","1","3","3","4","4","1","4","4","4","4","3","4","4","2","3","2","4","3","3","4","4","4","4","2","4","2","4","4","4","4","4","4","4","4","4","4"
"1914","Q2",0.404073384096798,"3",0.813383097912602,"5","Interior",11,"F","UC","Urbano Quintil 3","3","2","2","1","5","3","1","2","2","2","2","2","1","1","1","1","1","2","1","1","2","1","1","96","6","1","3","1","1","1","2","1","1","1","2","96","96","96","96","96","1","0","0","0","0","1","0","1","0","0","0","0","0","0","1","2","1","1","1","1","2","2","1","2","1","1","1","2","2","1","1","1","2","4","1","4","3","4","2","1","2","1","1","1","2","2","2","4","4","4","4","3","4","4","1","4","1","2","3","3","2","2","2","3","4","4","4","4","4","4","1","2","3","2","1","3","2","3","3","1","1","1","1","2","96","2","3","1","2","2","4","4","4","4","4","1","96","regularly","4","4","3","4","3","4","3","4","1","4","4","2","4","3","2","2","2","1","1","1","4","4","4","4","4","4","3","3","3","1","3","4","3","4","4","4","4","1","2","3","2","1","4","4","4","4","4","4","2","4"
